"","ID","Station","River","Country","Continent","Lat","Lon","Alt","N.Years","V.Qual","Year","LQ","MQ","HQ","Catchment.size","Summer.mean","Winter.mean"
"80",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1990,10.53,81.91,622.97,2667.7,78.64,52.2
"81",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1991,5.38,75.07,447.4,2667.7,83.48,49.61
"82",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1992,5.95,40.2,179.81,2667.7,23.6,26.62
"83",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1993,2.97,53.73,373.78,2667.7,47.25,13.72
"84",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1994,7.08,36.49,245.51,2667.7,24.19,17.68
"85",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1995,10.51,82.94,841.01,2667.7,45.2,117.11
"86",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1996,9.06,82.74,959.94,2667.7,61.46,97.5
"87",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1997,12.74,104.7,679.6,2667.7,114.94,41.35
"88",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1998,8.49,52.45,256.27,2667.7,44.44,28.92
"89",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1999,10.82,74.41,438.91,2667.7,100.17,37.84
"90",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",2000,6.8,62.76,413.42,2667.7,54.46,23.5
"91",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",2001,6.8,33.33,217.76,2667.7,29.53,11.18
"92",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",2002,7.08,78.01,543.68,2667.7,111.84,24.29
"93",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",2003,6.23,54.14,427.58,2667.7,42.19,38.83
"94",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",2004,5.66,57.47,265.04,2667.7,48.73,33.99
"95",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",2005,7.08,47.46,189.72,2667.7,30.28,48.03
"96",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",2006,7.76,70.82,370.95,2667.7,56.23,44.64
"97",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",2007,9.01,55,339.8,2667.7,33.13,29.02
"98",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",2008,7.93,73.99,622.97,2667.7,126.95,17.06
"99",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",2009,3.96,61.16,370.95,2667.7,57.91,33.7
"100",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",2010,9.91,44.37,198.5,2667.7,63.68,25.3
"101",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",2011,5.66,95.83,588.99,2667.7,146.09,53.66
"102",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",2012,7.93,81.16,563.5,2667.7,89.38,31.89
"103",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",2013,8.41,52.39,385.11,2667.7,40.8,22.96
"104",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",2014,5.38,71.52,461.56,2667.7,64.84,28.21
"105",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",2015,2.69,45.58,365.29,2667.7,17.32,64.72
"106",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"B",2016,5.38,59.72,275.52,2667.7,27.41,40.42
"107",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",2017,8.95,83.57,594.65,2667.7,53.8,45.72
"108",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",2018,3.65,74.52,532.36,2667.7,44.4,56.11
"109",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",2019,5.44,47.06,351.13,2667.7,38.81,14.45
"110",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",2020,9.03,57.05,331.31,2667.7,54.47,24.14
"111",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1943,1.87,2.42,3.57,1090.4,583.75,2.32
"112",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1944,1.08,8.75,294.5,1090.4,2.32,3.49
"113",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1945,1.27,14.56,150.36,1090.4,10.76,9.35
"114",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1946,1.36,10.37,72.77,1090.4,6.23,14.88
"115",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1947,2.29,15.47,269.29,1090.4,22.34,12.68
"116",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1948,1.13,14.48,201.62,1090.4,4.79,17.15
"117",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1949,1.5,16.76,294.5,1090.4,6.27,39.06
"118",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1950,2.55,28.73,297.33,1090.4,9.98,71.9
"119",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1951,1.64,16.24,203.03,1090.4,6.64,35.56
"120",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1952,1.19,12.12,300.16,1090.4,3.35,22.99
"121",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1953,0.91,7.34,116.1,1090.4,5.04,6.57
"122",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1954,1.16,5.02,87.22,1090.4,2.11,4.62
"123",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1955,1.02,11.55,224.27,1090.4,4.51,10.85
"124",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1956,1.5,10.4,197.37,1090.4,6.55,14.12
"125",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1957,2.04,14.92,151.5,1090.4,15.48,18.09
"126",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1958,5.21,17.62,173.02,1090.4,35.44,9.98
"127",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1959,1.81,13.45,260.52,1090.4,5.4,26.46
"128",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1960,1.76,9.94,153.76,1090.4,13.17,13.66
"129",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1961,2.15,15.51,234.46,1090.4,8.65,6.83
"130",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1962,2.07,9.52,115.25,1090.4,5.32,15.02
"131",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1963,1.05,9.19,390.77,1090.4,3.31,2.91
"132",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1964,1.19,10.68,266.18,1090.4,4.99,2.63
"133",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1965,1.61,11.12,178.96,1090.4,3.75,13.27
"134",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1966,1.16,10.66,218.04,1090.4,2.44,25.19
"135",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1967,1.44,12.09,99.11,1090.4,4,15.41
"136",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1968,2.35,16,288.83,1090.4,14.04,20
"137",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1969,3.23,15.16,218.32,1090.4,14.41,25.52
"138",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1970,1.81,9.29,142.43,1090.4,4.07,12.95
"139",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1971,1.9,11.48,170.18,1090.4,6.16,24.96
"140",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1972,1.7,14.72,145.83,1090.4,6.15,15.64
"141",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1973,2.44,16.85,147.25,1090.4,20.08,15.81
"142",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1974,2.6,15.03,163.95,1090.4,10.67,22.8
"143",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1975,1.64,14.98,239.84,1090.4,5.07,27.82
"144",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1976,1.1,8.4,96.56,1090.4,5.99,16
"145",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1977,0.76,9.46,149.51,1090.4,3.37,15.52
"146",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1978,3.12,15.33,176.41,1090.4,12.89,10.51
"147",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1979,4.79,23.13,195.95,1090.4,29.7,23.23
"148",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1980,2.94,13.44,112.7,1090.4,18.33,10.32
"149",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1981,2.24,9.61,152.06,1090.4,10.97,7.45
"150",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1982,1.87,14.91,203.32,1090.4,7.83,28.71
"151",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1983,1.33,10.61,103.36,1090.4,4.2,14.47
"152",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1984,2.01,13.96,143.85,1090.4,5.11,17.3
"153",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1985,1.98,17.93,219.74,1090.4,7.2,25.14
"154",4123208,"SHELBYVILLE, IN","BIG BLUE RIVER","US","North&CentralAmerica",39.5292,-86.7819,224.84,79,"A",1986,1.9,14.85,166.5,1090.4,7.21,17.77
